id	name	add_name	description	popup	special_enchant_amount	special_enchant_desc	color
17302	镇魂曲双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害和攻击力。	-1	0		1
17303	镇魂曲双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害和攻击力。	-1	0		1
17309	不朽之盾	重甲	可以赋予攻击型或防御型的套装属性。	-1	0		1
17324	启示塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		1
17325	启示之剑		可以在速度激发、弱点侦测、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和物理致命一击率。	-1	0		1
17326	启示双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击力。	-1	0		1
17327	启示复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		1
17328	启示战狂爪		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度和攻击力。	-1	0		1
17329	启示猛攻者		可以在生命夺取、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击次数。	-1	0		1
17330	启示发射器		可以在伤害提升、弱点侦测、攻击延伸中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害。	-1	0		1
17331	启示无敌弩		可以在弱点侦测、Crt.缓速术、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度。	-1	0		1
17332	启示爆裂剑		可以在灵活思绪、魔力固定、精神中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和魔法致命一击率。	-1	0		1
17333	启示卡斯特		可以在魔力催化、灵活思绪、魔力固定中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法命中力和魔法致命一击伤害。	-1	0		1
17334	启示特里布特		可以在魔力催化、灵活思绪、魔力催化中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法攻击力、魔法致命一击伤害和施法速度。	-1	0		1
17335	启示二刀流		可以在速度激发、伤害提升、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击率和攻击力。	-1	0		1
17336	启示双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害和攻击力。	-1	0		1
17337	启示双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害和攻击力。	-1	0		1
17343	地狱之盾	重甲	可以赋予攻击型或防御型的套装属性。	-1	0		1
17372	投掷兵枪			-1	0		1
17382	幻象塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		1
17383	幻象之剑		可以在速度激发、弱点侦测、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和物理致命一击率。	-1	0		1
17384	幻象双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击力。	-1	0		1
17385	幻象复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		1
17386	幻象战狂爪		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度和攻击力。	-1	0		1
17387	幻象猛攻者		可以在生命夺取、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击次数。	-1	0		1
17388	幻象发射器		可以在伤害提升、弱点侦测、攻击延伸中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害。	-1	0		1
17389	幻象无敌弩		可以在弱点侦测、Crt.缓速术、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度。	-1	0		1
17390	幻象爆裂剑		可以在灵活思绪、魔力固定、精神中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和魔法致命一击率。	-1	0		1
17391	幻象卡斯特		可以在魔力催化、灵活思绪、魔力固定中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法命中力和魔法致命一击伤害。	-1	0		1
17392	幻象特里布特		可以在魔力催化、灵活思绪、魔力催化中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法攻击力、魔法致命一击伤害和施法速度。	-1	0		1
17393	幻象二刀流		可以在速度激发、伤害提升、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击率和攻击力。	-1	0		1
17394	幻象双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害和攻击力。	-1	0		1
17395	幻象双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害和攻击力。	-1	0		1
17401	王权盾	重甲	可以赋予攻击型或防御型的套装属性。	-1	0		1
17416	太阳神塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		1
17417	太阳神剑		可以在速度激发、弱点侦测、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和物理致命一击率。	-1	0		1
17418	太阳神双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击力。	-1	0		1
17419	太阳神复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		1
17420	太阳神战狂爪		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度和攻击力。	-1	0		1
17421	太阳神猛攻者		可以在生命夺取、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击次数。	-1	0		1
17422	太阳神发射器		可以在伤害提升、弱点侦测、攻击延伸中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害。	-1	0		1
17423	太阳神无敌弩		可以在弱点侦测、Crt.缓速术、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度。	-1	0		1
17424	太阳神爆裂剑		可以在灵活思绪、魔力固定、精神中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和魔法致命一击率。	-1	0		1
17425	太阳神卡斯特		可以在魔力催化、灵活思绪、魔力固定中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法命中力和魔法致命一击伤害。	-1	0		1
17426	太阳神特里布特		可以在魔力催化、灵活思绪、魔力催化中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法攻击力、魔法致命一击伤害和施法速度。	-1	0		1
17427	太阳神二刀流		可以在速度激发、伤害提升、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击率和攻击力。	-1	0		1
17428	太阳神双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害和攻击力。	-1	0		1
17429	太阳神双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害和攻击力。	-1	0		1
17435	神谕之盾	重甲	可以赋予攻击型或防御型的套装属性。	-1	0		1
17450	祝福的天神塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		4
17451	祝福的天神之剑		可以在速度激发、弱点侦测、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和物理致命一击率。	-1	0		4
17452	祝福的天神双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击力。	-1	0		4
17453	祝福的天神复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		4
17454	祝福的天神战狂爪		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度和攻击力。	-1	0		4
17455	祝福的天神猛攻者		可以在生命夺取、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击次数。	-1	0		4
17456	祝福的天神发射器		可以在伤害提升、弱点侦测、攻击延伸中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害。	-1	0		4
17457	祝福的天神无敌弩		可以在弱点侦测、Crt.缓速术、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度。	-1	0		4
17458	祝福的天神爆裂剑		可以在灵活思绪、魔力固定、精神中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和魔法致命一击率。	-1	0		4
17459	祝福的天神卡斯特		可以在魔力催化、灵活思绪、魔力固定中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法命中力和魔法致命一击伤害。	-1	0		4
17460	祝福的天神特里布特		可以在魔力催化、灵活思绪、魔力催化中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法攻击力、魔法致命一击伤害和施法速度。	-1	0		4
17461	祝福的天神二刀流		可以在速度激发、伤害提升、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击率和攻击力。	-1	0		4
17462	祝福的天神双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害和攻击力。	-1	0		4
17463	祝福的天神双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害和攻击力。	-1	0		4
17469	祝福的天神盾	重甲	可以赋予攻击型或防御型的套装属性。	-1	0		4
17572	Test-盾			-1	0		1
17716	阿格尼诺亚二刀流			-1	0		1
17717	阿格尼诺亚二刀流{PVP用}			-1	0		1
17831	束缚的镇魂曲塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。+4强化时，提升物理致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17832	束缚的镇魂曲之剑		可以在速度激发、弱点侦测、强壮中附加一种能力。+4强化时，提升命中力和物理致命一击率。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17833	束缚的镇魂曲双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。+4强化时，提升攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17834	束缚的镇魂曲复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。+4强化时，提升物理致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17835	束缚的镇魂曲战狂爪		可以在弱点侦测、伤害提升、速度激发中附加一种能力。+4强化时，提升攻击速度和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17836	束缚的镇魂曲猛攻者		可以在生命夺取、导引、伤害提升中附加一种能力。+4强化时，提升攻击次数。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17837	束缚的镇魂曲发射器		可以在伤害提升、弱点侦测、攻击延伸中附加一种能力。+4强化时，提升物理技能伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17838	束缚的镇魂曲无敌弩		可以在弱点侦测、Crt.缓速术、速度激发中附加一种能力。+4强化时，提升攻击速度。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17839	束缚的镇魂曲爆裂剑		可以在灵活思绪、魔力固定、精神中附加一种能力。+4强化时，提升命中力和魔法致命一击率。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17840	束缚的镇魂曲卡斯特		可以在魔力催化、灵活思绪、魔力固定中附加一种能力。+4强化时，提升魔法命中力和魔法致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17841	束缚的镇魂曲特里布特		可以在魔力催化、灵活思绪、魔力催化中附加一种能力。+4强化时，提升魔法攻击力、魔法致命一击伤害和施法速度。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17842	束缚的镇魂曲二刀流		可以在速度激发、伤害提升、强壮中附加一种能力。+4强化时，提升物理致命一击率和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17843	束缚的镇魂曲双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。+4强化时，提升物理致命一击伤害和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17844	束缚的镇魂曲双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。+4强化时，提升物理技能伤害和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17850	束缚的不朽之盾	重甲	可以赋予攻击型或防御型的套装属性。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17865	束缚的启示塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。+4强化时，提升物理致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17866	束缚的启示之剑		可以在速度激发、弱点侦测、强壮中附加一种能力。+4强化时，提升命中力和物理致命一击率。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17867	束缚的启示双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。+4强化时，提升攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17868	束缚的启示复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。+4强化时，提升物理致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17869	束缚的启示战狂爪		可以在弱点侦测、伤害提升、速度激发中附加一种能力。+4强化时，提升攻击速度和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17870	束缚的启示猛攻者		可以在生命夺取、导引、伤害提升中附加一种能力。+4强化时，提升攻击次数。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17871	束缚的启示发射器		可以在伤害提升、弱点侦测、攻击延伸中附加一种能力。+4强化时，提升物理技能伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17872	束缚的启示无敌弩		可以在弱点侦测、Crt.缓速术、速度激发中附加一种能力。+4强化时，提升攻击速度。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17873	束缚的启示爆裂剑		可以在灵活思绪、魔力固定、精神中附加一种能力。+4强化时，提升命中力和魔法致命一击率。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17874	束缚的启示卡斯特		可以在魔力催化、灵活思绪、魔力固定中附加一种能力。+4强化时，提升魔法命中力和魔法致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17875	束缚的启示特里布特		可以在魔力催化、灵活思绪、魔力催化中附加一种能力。+4强化时，提升魔法攻击力、魔法致命一击伤害和施法速度。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17876	束缚的启示二刀流		可以在速度激发、伤害提升、强壮中附加一种能力。+4强化时，提升物理致命一击率和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17877	束缚的启示双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。+4强化时，提升物理致命一击伤害和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17878	束缚的启示双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。+4强化时，提升物理技能伤害和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17884	束缚的地狱之盾	重甲	可以赋予攻击型或防御型的套装属性。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17899	束缚的幻象塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。+4强化时，提升物理致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17900	束缚的幻象之剑		可以在速度激发、弱点侦测、强壮中附加一种能力。+4强化时，提升命中力和物理致命一击率。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17901	束缚的幻象双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。+4强化时，提升攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17902	束缚的幻象复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。+4强化时，提升物理致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17903	束缚的幻象战狂爪		可以在弱点侦测、伤害提升、速度激发中附加一种能力。+4强化时，提升攻击速度和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17904	束缚的幻象猛攻者		可以在生命夺取、导引、伤害提升中附加一种能力。+4强化时，提升攻击次数。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17905	束缚的幻象发射器		可以在伤害提升、弱点侦测、攻击延伸中附加一种能力。+4强化时，提升物理技能伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17906	束缚的幻象无敌弩		可以在弱点侦测、Crt.缓速术、速度激发中附加一种能力。+4强化时，提升攻击速度。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17907	束缚的幻象爆裂剑		可以在灵活思绪、魔力固定、精神中附加一种能力。+4强化时，提升命中力和魔法致命一击率。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17908	束缚的幻象卡斯特		可以在魔力催化、灵活思绪、魔力固定中附加一种能力。+4强化时，提升魔法命中力和魔法致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17909	束缚的幻象特里布特		可以在魔力催化、灵活思绪、魔力催化中附加一种能力。+4强化时，提升魔法攻击力、魔法致命一击伤害和施法速度。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17910	束缚的幻象二刀流		可以在速度激发、伤害提升、强壮中附加一种能力。+4强化时，提升物理致命一击率和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17911	束缚的幻象双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。+4强化时，提升物理致命一击伤害和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17912	束缚的幻象双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。+4强化时，提升物理技能伤害和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17918	束缚的王权盾	重甲	可以赋予攻击型或防御型的套装属性。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17933	束缚的太阳神塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。+4强化时，提升物理致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17934	束缚的太阳神剑		可以在速度激发、弱点侦测、强壮中附加一种能力。+4强化时，提升命中力和物理致命一击率。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17935	束缚的太阳神双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。+4强化时，提升攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17936	束缚的太阳神复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。+4强化时，提升物理致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17937	束缚的太阳神战狂爪		可以在弱点侦测、伤害提升、速度激发中附加一种能力。+4强化时，提升攻击速度和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17938	束缚的太阳神猛攻者		可以在生命夺取、导引、伤害提升中附加一种能力。+4强化时，提升攻击次数。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17939	束缚的太阳神发射器		可以在伤害提升、弱点侦测、攻击延伸中附加一种能力。+4强化时，提升物理技能伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17940	束缚的太阳神无敌弩		可以在弱点侦测、Crt.缓速术、速度激发中附加一种能力。+4强化时，提升攻击速度。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17941	束缚的太阳神爆裂剑		可以在灵活思绪、魔力固定、精神中附加一种能力。+4强化时，提升命中力和魔法致命一击率。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17942	束缚的太阳神卡斯特		可以在魔力催化、灵活思绪、魔力固定中附加一种能力。+4强化时，提升魔法命中力和魔法致命一击伤害。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17943	束缚的太阳神特里布特		可以在魔力催化、灵活思绪、魔力催化中附加一种能力。+4强化时，提升魔法攻击力、魔法致命一击伤害和施法速度。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17944	束缚的太阳神二刀流		可以在速度激发、伤害提升、强壮中附加一种能力。+4强化时，提升物理致命一击率和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17945	束缚的太阳神双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。+4强化时，提升物理致命一击伤害和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17946	束缚的太阳神双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。+4强化时，提升物理技能伤害和攻击力。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17952	束缚的神谕之盾	重甲	可以赋予攻击型或防御型的套装属性。使用束缚解除卷轴，可以变成普通状态的物品。无法交换、掉落。可以保存到个人仓库中的物品。	-1	0		0
17967	祝福的镇魂曲塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		4
17968	祝福的镇魂曲之剑		可以在速度激发、弱点侦测、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和物理致命一击率。	-1	0		4
17969	祝福的镇魂曲双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击力。	-1	0		4
17970	祝福的镇魂曲复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		4
17971	祝福的镇魂曲战狂爪		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度和攻击力。	-1	0		4
17972	祝福的镇魂曲猛攻者		可以在生命夺取、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击次数。	-1	0		4
17973	祝福的镇魂曲发射器		可以在伤害提升、弱点侦测、攻击延伸中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害。	-1	0		4
17974	祝福的镇魂曲无敌弩		可以在弱点侦测、Crt.缓速术、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击速度。	-1	0		4
17975	祝福的镇魂曲爆裂剑		可以在灵活思绪、魔力固定、精神中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和魔法致命一击率。	-1	0		4
17976	祝福的镇魂曲卡斯特		可以在魔力催化、灵活思绪、魔力固定中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法命中力和魔法致命一击伤害。	-1	0		4
17977	祝福的镇魂曲特里布特		可以在魔力催化、灵活思绪、魔力催化中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升魔法攻击力、魔法致命一击伤害和施法速度。	-1	0		4
17978	祝福的镇魂曲二刀流		可以在速度激发、伤害提升、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击率和攻击力。	-1	0		4
17979	祝福的镇魂曲双手短剑		可以在伤害提升、弱点侦测、导引中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害和攻击力。	-1	0		4
17980	祝福的镇魂曲双手钝器		可以在弱点侦测、导引、伤害提升中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理技能伤害和攻击力。	-1	0		4
17986	祝福的不朽之盾	重甲	可以赋予攻击型或防御型的套装属性。	-1	0		4
18001	祝福的启示塑造者		可以在导引、速度激发、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		4
18002	祝福的启示之剑		可以在速度激发、弱点侦测、强壮中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升命中力和物理致命一击率。	-1	0		4
18003	祝福的启示双手剑		可以在弱点侦测、伤害提升、速度激发中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升攻击力。	-1	0		4
18004	祝福的启示复仇者		可以在速度激发、Crt.伤害、弱点侦测中附加一种能力。通过高级搜魂，可以附加两种能力。+4强化时，提升物理致命一击伤害。	-1	0		4
